userId,animeId,rating
17,385,4
17,59,4
17,117,3
17,127,5
17,123,2
17,485,3
17,506,3
17,539,4
18,562,5
18,772,5
18,775,2
18,798,3
18,809,5
18,825,4
18,827,4
18,840,5
18,865,3
18,914,5
18,930,5
18,931,5
18,933,3
18,959,5
18,42,5
19,53,2
19,118,3
19,145,5
19,146,4
19,147,2
19,148,5
19,235,3
19,283,4
19,385,2
19,393,5
19,241,4
19,212,3
19,127,3
19,115,2
19,122,5
20,1100,5
20,1251,3
20,1161,2
20,60,1
20,84,3
20,254,5
20,268,3
20,456,2
20,458,5
20,485,3
20,519,4
20,607,3
20,620,5
20,12,4
20,42,4
21,74,3
21,553,5
21,772,4
21,1255,3
21,1161,2
21,370,5
21,325,3
21,311,4
21,275,5
21,268,4
21,212,3
21,696,2
21,700,5
21,752,3
21,838,4
22,968,5
22,127,4
22,135,2
22,162,2
22,272,5
22,429,4
22,453,5
22,496,3
22,1178,2
22,1204,5
22,1223,3
22,752,4
22,519,5
22,385,3
22,320,2
22,283,5
23,485,4
23,779,5
23,145,2
23,543,4
23,346,3
23,275,5
23,467,3
23,12,1
23,436,4
23,56,5
23,467,3
23,987,5
23,677,4
23,57,3
23,457,5
24,87,2
24,655,4
24,345,3
24,645,5
24,124,5
24,233,3
24,276,4
24,764,4
24,456,5
24,457,2
24,325,3
24,625,5
24,655,5
24,237,4
24,757,2
25,675,5
25,456,3
25,24,5
25,266,2
25,355,5
25,645,3
25,34,4
25,25,4
25,27,5
25,455,3
25,231,3
25,81,5
25,115,4
25,254,4
25,275,5
26,279,3
26,302,5
26,385,5
26,59,5
26,117,3
26,127,5
26,123,5
26,485,2
26,506,3
26,539,5
26,562,4
26,772,2
26,775,5
26,798,3
26,325,4
27,311,2
27,275,5
27,268,4
27,212,3
27,696,3
27,34,2
27,54,5
27,65,5
27,77,3
27,69,2
27,356,1
27,456,3
27,887,5
27,976,3
27,557,2
28,345,5
28,655,3
28,478,4
28,345,3
28,23,5
28,26,4
28,47,4
28,756,3
28,46,5
28,865,4
28,456,3
28,75,2
28,768,5
28,35,3
28,326,4
29,327,5
29,289,4
29,368,3
29,568,2
29,697,5
29,68,3
29,46,4
29,86,5
29,35,4
29,978,2
29,1004,2
29,456,5
29,976,4
29,356,5
29,66,3
30,863,2
30,25,5
30,12,3
30,788,4
30,568,5
30,476,3
30,564,2
30,978,5
30,234,4
30,658,5
30,124,2
30,33,4
30,459,3
30,100,5
30,106,3
31,456,1
31,27,4
31,455,5
31,231,3
31,81,5
31,115,4
31,254,3
31,275,5
31,279,2
31,302,4
31,385,3
31,59,5
31,117,5
31,127,3
31,123,4
32,485,4
32,66,5
32,87,2
32,56,3
32,34,5
32,557,5
32,870,4
32,975,2
32,43,5
32,876,3
32,234,5
32,658,2
32,447,5
33,26,4
33,27,5
33,35,4
33,36,4
33,61,4
33,99,4
33,100,4
33,101,4
33,15,4
33,16,5
33,21,4
33,22,5
33,33,3
33,224,4
33,300,5
34,321,4
34,324,5
34,327,3
34,345,3
34,346,5
34,347,5
34,405,4
34,464,5
34,519,1
34,555,5
34,556,5
34,557,5
34,716,3
34,763,2
34,992,5
35,808,5
35,809,5
35,810,5
35,811,5
35,812,5
35,813,5
35,814,5
35,815,5
35,816,5
35,817,5
35,818,5
35,819,5
35,820,5
35,821,5
35,1137,5
36,87,4
36,88,4
36,89,5
36,107,3
36,161,2
36,271,4
36,272,5
36,273,5
36,274,4
36,275,4
36,276,4
36,277,4
36,278,4
36,279,4
36,280,4
37,283,1
37,320,5
37,327,3
37,339,5
37,340,5
37,341,5
37,342,5
37,343,5
37,344,5
37,345,3
37,401,4
37,404,4
37,432,5
37,433,5
37,161,1
38,185,4
38,186,5
38,187,4
38,188,4
38,189,5
38,238,3
38,251,3
38,261,4
38,294,2
38,308,4
38,309,4
38,327,5
38,411,3
38,414,5
38,415,5
39,421,5
39,422,5
39,423,5
39,424,5
39,425,5
39,430,5
39,445,3
39,484,4
39,489,2
39,520,5
39,521,5
39,527,3
39,511,2
39,677,5
39,722,4
40,14,5
40,23,3
40,34,4
40,42,5
40,44,4
40,47,5
40,62,4
40,63,4
40,74,5
40,75,5
40,76,5
40,77,5
40,78,5
40,79,5
40,80,5
41,14,5
41,126,3
41,174,4
41,179,5
41,180,5
41,191,3
41,211,4
41,215,5
41,215,5
41,239,2
41,285,4
41,286,4
41,297,3
41,311,5
41,312,5
42,313,4
42,314,4
42,315,4
42,316,4
42,317,4
42,18,2
42,319,3
42,334,5
42,335,5
42,339,5
42,340,5
42,366,3
42,370,4
42,371,4
42,372,4
43,23,5
43,47,5
43,65,4
43,81,5
43,90,3
43,105,5
43,106,3
43,107,5
43,271,5
43,334,4
43,370,3
43,371,3
43,372,4
43,402,4
43,499,2
44,564,5
44,621,4
44,623,4
44,665,5
44,720,4
44,753,4
44,754,4
44,774,3
44,916,2
44,917,2
44,1017,4
44,1023,3
44,1036,4
44,1041,4
44,1042,4
45,1045,5
45,1046,5
45,1047,5
45,1064,4
45,1065,4
45,1066,2
45,1067,3
45,1075,5
45,1079,4
45,1080,1
45,1085,5
45,1086,5
45,1087,5
45,1088,5
45,1089,5
46,86,5
46,122,3
46,137,2
46,138,3
46,224,4
46,248,5
46,249,4
46,250,3
46,324,5
46,446,4
46,447,4
46,448,4
46,471,5
46,529,5
46,739,5
47,69,5
47,70,5
47,113,3
47,137,4
47,142,5
47,224,3
47,285,2
47,363,4
47,739,5
47,863,5
47,133,4
47,146,4
47,1047,4
47,1284,3
47,222,5
48,451,4
48,452,4
48,453,4
48,455,4
48,456,3
48,457,5
48,465,4
48,471,5
48,477,3
48,484,4
48,492,3
48,520,4
48,521,4
48,524,5
48,569,3
32,345,3
49,30,4
49,31,4
49,37,4
49,44,4
49,48,5
49,53,4
49,86,4
49,87,4
49,96,5
49,97,5
49,109,4
49,117,4
49,127,5
49,135,5
49,136,5
50,161,1
50,167,4
50,212,5
50,97,5
50,225,4
50,225,4
50,225,5
50,231,4
50,232,4
50,241,5
50,242,4
50,251,5
50,268,5
50,298,4
50,301,3
51,307,1
51,308,4
51,385,4
51,414,5
51,452,3
51,484,3
51,485,5
51,493,4
51,501,4
51,502,4
51,506,5
51,561,5
51,562,4
51,578,5
51,620,5
52,630,5
52,638,5
52,643,4
52,648,3
52,696,4
52,712,5
52,715,4
52,727,3
52,733,2
52,752,4
52,763,3
52,772,5
52,798,3
52,806,4
52,809,4
53,837,4
53,840,5
53,865,4
53,880,2
53,921,4
53,923,4
53,1035,5
53,1100,4
53,1147,3
53,1161,4
53,1175,4
53,1211,4
53,1223,5
53,1224,4
53,1238,3
54,715,4
54,630,5
54,715,4
54,1100,4
54,733,2
54,1238,3
54,1211,4
54,1223,5
54,921,4
54,752,4
54,620,5
54,840,5
54,1147,3
54,484,3
54,648,3
55,923,4
55,921,4
55,837,4
55,1035,5
55,806,4
55,1238,3
55,1175,4
55,809,4
55,807,4
55,772,5
55,268,5
55,562,4
55,798,3
55,1161,4
55,1211,4
56,638,5
56,806,4
56,562,4
56,772,5
56,268,5
56,1223,5
56,1238,3
56,727,3
56,1175,4
56,620,5
56,452,3
56,696,4
56,643,4
56,763,3
56,562,4
57,562,4
57,798,3
57,1161,4
57,1211,4
57,638,5
57,806,4
57,1262,3
57,1280,4
57,620,5
57,452,3
57,696,4
57,643,4
57,763,3
57,268,5
57,809,4
58,1211,4
58,638,5
58,806,4
58,1262,3
58,1280,4
58,620,5
58,452,3
58,696,4
58,643,4
58,763,3
58,268,5
58,1238,3
58,733,2
58,865,4
58,806,4
59,733,2
59,837,4
59,1035,5
59,806,4
59,1238,3
59,1175,4
59,809,4
59,807,4
59,772,5
59,268,5
59,562,4
59,798,3
59,1161,4
59,1211,4
59,638,5
60,921,4
60,837,4
60,1035,5
60,806,4
60,1238,3
60,1175,4
60,809,4
60,807,4
60,772,5
60,268,5
60,562,4
60,798,3
60,1161,4
60,1211,4
60,923,4
61,562,4
61,798,3
61,1161,4
61,1211,4
61,638,5
61,806,4
61,1262,3
61,1280,4
61,620,5
61,452,3
61,696,4
61,643,4
61,763,3
61,268,5
61,809,4
62,1211,4
62,638,5
62,806,4
62,1262,3
62,1280,4
62,620,5
62,452,3
62,696,4
62,643,4
62,763,3
62,268,5
62,1238,3
62,733,2
62,865,4
62,806,4
63,837,4
63,840,5
63,865,4
63,880,2
63,921,4
63,923,4
63,1035,5
63,1100,4
63,1147,3
63,1161,4
63,1175,4
63,1211,4
63,1223,5
63,1224,4
63,1238,3
64,630,5
64,638,5
64,643,4
64,648,3
64,696,4
64,712,5
64,715,4
64,727,3
64,733,2
64,752,4
64,763,3
64,772,5
64,798,3
64,806,4
64,809,4
65,808,5
65,656,5
65,914,3
65,930,4
65,963,5
65,865,3
65,1035,5
65,1051,2
65,1100,1
65,1161,3
65,696,4
65,698,4
65,701,1
65,525,3
65,526,3
66,555,5
66,630,3
66,452,4
66,825,2
66,446,3
66,414,2
66,385,5
66,340,3
66,341,4
66,322,3
66,320,4
66,301,2
66,776,3
66,272,4
67,74,5
67,87,3
67,115,2
67,145,4
67,161,1
67,117,3
67,127,3
67,136,5
67,225,3
67,231,5
67,275,5
67,346,3
67,485,4
67,556,3
67,798,2
68,808,3
68,525,4
68,1127,5
68,1041,3
68,701,2
68,914,3
68,840,2
68,385,4
68,658,3
68,459,2
68,273,4
68,252,3
68,235,2
68,555,3
68,268,4
69,561,5
69,578,1
69,370,3
69,607,5
69,452,5
69,459,5
69,914,5
69,385,5
69,638,3
69,345,5
69,555,5
69,556,5
69,637,4
69,630,5
69,1203,5
70,1211,5
70,1287,4
70,648,3
70,638,4
70,320,3
70,341,3
70,752,2
70,414,3
70,446,4
70,346,3
70,283,4
70,255,3
70,74,4
70,81,3
70,87,3
71,136,3
71,127,4
71,525,2
71,698,3
71,696,3
71,809,3
71,865,2
71,915,4
71,136,3
71,135,3
71,145,3
71,146,3
71,147,4
71,127,4
71,117,3
72,87,3
72,81,2
72,235,3
72,252,2
72,322,4
72,485,3
72,525,2
72,555,4
72,656,3
72,809,4
72,825,3
72,921,3
72,930,4
72,963,3
72,648,2
73,555,3
73,556,2
73,485,4
73,486,3
73,487,3
73,656,4
73,658,4
73,659,5
73,809,3
73,825,3
73,865,3
73,915,2
73,1110,3
73,1211,4
73,1083,3
74,1161,4
74,1051,3
74,1052,4
74,1053,3
74,1035,4
74,1040,3
74,1041,4
74,1042,4
74,1044,3
74,798,3
74,656,4
74,657,3
74,658,3
74,630,3
74,555,4
75,485,3
75,486,3
75,487,4
75,452,4
75,414,3
75,415,4
75,416,3
75,385,3
75,386,5
75,321,2
75,320,4
75,283,3
75,235,4
75,161,3
75,136,5
76,231,4
76,254,3
76,630,3
76,648,4
76,959,3
76,960,3
76,1100,4
76,145,3
76,146,4
76,147,3
76,148,3
76,117,4
76,115,3
76,87,4
76,165,3
77,81,3
77,74,4
77,75,5
77,76,3
77,78,4
77,79,3
77,80,5
77,127,4
77,225,3
77,231,3
77,320,4
77,382,3
77,383,4
77,414,3
77,415,4
78,446,3
78,452,5
78,453,3
78,454,4
78,455,4
78,485,3
78,486,4
78,487,3
78,488,4
78,555,4
78,556,4
78,648,3
78,649,4
78,650,3
78,698,5
79,809,4
79,796,4
79,797,4
79,798,3
79,799,5
79,809,3
79,865,4
79,930,3
79,963,4
79,1036,3
79,1037,2
79,1038,4
79,1100,3
79,1211,3
79,1161,4
80,987,4
80,963,3
80,964,4
80,965,3
80,966,5
80,930,3
80,915,4
80,914,3
80,865,4
80,809,4
80,715,4
80,648,3
80,555,5
80,556,5
80,525,4
81,44,4
81,48,5
81,53,3
81,86,5
81,87,2
81,96,4
81,97,5
81,109,2
81,117,5
81,127,5
81,135,5
81,136,4
81,161,5
81,167,4
81,212,3
82,97,5
82,225,5
82,225,4
82,225,4
82,231,4
82,232,3
82,241,5
82,242,4
82,251,5
82,268,5
82,298,2
82,301,4
82,307,5
82,308,4
82,385,5
82,414,3
82,452,5
82,484,4
82,485,5
82,493,5
83,501,5
83,502,5
83,506,5
83,561,4
83,562,2
83,578,3
83,620,3
83,630,5
83,638,3
83,643,4
83,648,5
83,696,3
83,712,5
83,715,4
83,727,3
84,733,5
84,752,5
84,763,3
84,772,5
84,798,4
84,806,5
84,809,3
84,837,5
84,840,3
84,865,5
84,880,3
84,921,5
84,923,4
84,1035,5
84,1100,5
85,1147,5
85,1161,4
85,1175,5
85,1211,4
85,1223,4
85,1224,4
85,1238,3
85,715,2
85,630,3
85,715,4
85,1100,1
85,733,3
85,1238,2
85,1211,5
85,1223,2
86,921,1
86,752,5
86,620,4
86,840,5
86,1147,4
86,484,4
86,648,4
86,923,2
86,921,3
86,837,4
86,1035,2
86,806,3
86,1238,4
86,1175,2
86,809,3
87,807,4
87,772,5
87,268,5
87,562,4
87,798,2
87,1161,3
87,1211,4
87,638,3
87,806,4
87,562,3
87,772,2
87,268,1
87,1223,2
87,1238,5
87,727,4
88,1175,5
88,620,4
88,452,2
88,696,5
88,643,3
88,763,5
88,562,4
88,562,1
88,798,2
88,1161,4
88,1211,3
88,638,5
88,806,2
88,1262,5
88,1280,2
89,620,4
89,452,5
89,696,5
89,643,4
89,763,1
89,268,2
89,809,4
89,1211,3
89,638,4
89,806,1
89,1262,5
89,1280,2
89,620,4
89,452,1
89,696,2
90,643,5
90,763,5
90,268,5
90,1238,2
90,733,4
90,865,1
90,806,4
90,733,4
90,837,2
90,1035,2
90,806,2
90,1238,1
90,1175,5
90,809,2
90,807,3
91,772,5
91,268,2
91,562,4
91,798,1
91,1161,3
91,1211,5
91,638,2
91,921,4
91,837,1
91,1035,2
91,806,4
91,1238,5
91,1175,3
91,809,5
91,807,3
92,772,5
92,268,2
92,562,3
92,798,4
92,1161,5
92,1211,3
92,923,5
92,562,2
92,798,4
92,1161,5
92,1211,3
92,638,5
92,806,2
92,1262,4
92,1280,5
93,620,5
93,452,5
93,696,4
93,643,5
93,763,3
93,268,2
93,809,4
93,1211,5
93,638,3
93,806,5
93,1262,4
93,1280,5
93,620,3
93,452,5
93,696,2
94,643,5
94,763,3
94,268,2
94,1238,4
94,733,5
94,865,3
94,806,4
94,837,5
94,840,5
94,865,4
94,880,5
94,921,3
94,923,2
94,1035,4
94,1100,5
95,1147,5
95,1161,2
95,1175,5
95,1211,3
95,1223,4
95,1224,5
95,1238,3
95,630,5
95,638,2
95,643,5
95,648,4
95,696,5
95,712,3
95,715,5
95,727,2
96,733,5
96,752,4
96,763,5
96,772,5
96,798,2
96,806,3
96,809,2
96,808,4
96,656,5
96,914,3
96,930,2
96,963,5
96,865,4
96,1035,5
96,1051,3
97,1100,5
97,1161,5
97,696,2
97,698,5
97,701,5
97,525,3
97,526,4
97,555,5
97,630,2
97,452,5
97,825,3
97,446,5
97,414,4
97,385,5
97,340,5
98,341,4
98,322,5
98,320,4
98,301,3
98,776,2
98,272,5
98,74,5
98,87,1
98,115,2
98,145,5
98,161,5
98,117,5
98,127,2
98,136,3
98,225,1
99,231,5
99,275,5
99,346,5
99,485,5
99,556,4
99,798,5
99,808,4
99,525,3
99,1127,4
99,1041,3
99,701,4
99,914,5
99,840,4
99,385,5
99,658,5
100,459,5
100,273,2
100,252,5
100,235,4
100,555,5
100,268,4
100,561,5
100,578,3
100,370,5
100,607,5
100,452,5
100,459,5
100,914,4
100,385,3
100,638,4
